# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,4.450813580657118,0.7776111415275606,-179.21207410452033,0,3.0,0.1274255772426909,180.0,0.0,0.08618500518036327
 0.0824507887618882,4.44061734601127,0.7774709150769895,-179.21207410452033,0.24735236628566465,3.0000000000000004,0.1274255772426909,-179.99289397834343,2.216879409715818,0.6495162455954636
 0.11527051111834899,4.430884706965937,0.7773247027428656,-179.1393167377957,0.345811533355047,2.9999999999999996,0.14608693048922433,-179.97157703549698,3.2784977587288333,1.4641222688765445
 0.13953385209684835,4.421612347870908,0.7771725285648818,-179.05976942877842,0.4186015562905451,3.0,0.1684705152103379,-179.936052537653,4.437544386135874,2.527346946125514
 0.15920920501492344,4.412796953075977,0.7770144165827313,-178.97245917689156,0.47762761504477036,3.0,0.19554188364883754,-179.88632609454157,5.78351498384094,3.8412484665308457
 0.17584976772625505,4.404435206930936,0.7768503908361067,-178.87621823311105,0.5275493031787651,2.9999999999999982,0.22858171871237543,-179.82240555854446,7.396824543409982,5.4203070382371354
 0.19025938226252165,4.396523793785578,0.7766804753647014,-178.76963284264812,0.5707781467875649,2.999999999999996,0.2693122593261215,-179.74430102345525,9.372663978430298,7.288798911243281
 0.20291938313418625,4.389059397989691,0.7765046942082081,-178.6509749085114,0.6087581494025587,2.999999999999998,0.32008504367258794,-179.65202482288552,11.200014506611168,8.971898028038524
 0.214782346158944,4.38203870389307,0.7763230714063201,-178.5181095505427,0.5752703175064282,-2.822889342758809,0.38416551392401,-179.545591528317,12.682697984106216,10.212253038199588
 0.2265891023238413,4.3754583958455076,0.7761356309987298,-178.36836802793133,0.5398500490117363,-3.000000000000005,0.46617443196129116,-179.42501794680075,14.443244499715442,11.443833129985281
 0.2383591820661624,4.369315158196794,0.7759423970251308,-178.1983698884318,0.504539809784773,-2.999999999999998,0.5727902341817257,-179.290323118303,16.586739154597645,12.682474307107574
 0.2500914988050967,4.363605675296723,0.7757433935252157,-178.00376901100398,0.46934285956797017,-3.0,0.7138991986574604,-179.14152831269863,19.232272617498655,13.928747178446063
 0.26178467437930936,4.358326631495085,0.7755386445386777,-177.7788826705965,0.4342633328453322,-2.999999999999995,0.9045414251516604,-178.97865702641224,22.549036933417927,15.18350727431141
 0.2734369260302455,4.353474711141672,0.7753281741052097,-177.51613561776202,0.3993065778925238,-3.0,1.1683285128570533,-178.80173497870814,26.783914603303543,16.448046035327312
 0.28504589591454543,4.349046598586277,0.7751120062645046,-177.20520195974862,0.364479668239624,-2.999999999999995,1.5437106478145353,-178.61079010762845,32.308568409033875,17.724343534090863
 0.2966083857552724,4.345038978178692,0.7748901650562555,-176.83163446575074,0.32979219871744325,-2.999999999999995,2.096063615661679,-178.40585256558197,39.70353996238299,19.01550941541503
 0.3081199285815877,4.341448534268708,0.7746626745201554,-176.37458546511743,0.2952575702384973,-2.999999999999995,2.942438370612705,-178.1869547145822,49.916762206435564,20.3265907917039
 0.31957406743992645,4.338271951206118,0.7744295586958971,-175.80283193944624,0.2608951536634812,-2.9999999999999902,4.306032661182748,-177.9541311211374,64.5824947105641,21.66614141900242
 0.33096107750204506,4.335505913340714,0.7741908416231739,-175.06743042234032,0.22673412347712538,-2.999999999999998,6.647223916151056,-177.70741855079194,86.71708110428567,23.049492589381572
 0.34226556012615694,4.333147105022286,0.7739465473416784,-174.08713868578323,0.1928206756047898,-2.999999999999995,11.016247622002025,-177.44685596232068,122.40120132029007,24.506188875731468
 0.35346156706690235,4.331192210600629,0.773696699891104,-172.71673398624569,0.1592326547825535,-3.0000000000000075,20.152520783555943,-177.17248450157678,185.43765881083127,26.09880396122715
 0.3645018050414162,4.329637914425533,0.7734413233111433,-170.6694581035374,0.12611194085901195,-2.999999999999995,42.6714385749659,-176.88434749499464,312.8919144844948,27.977044523356327
 0.3752912596600018,4.32848090084679,0.7731804416414895,-167.2935249916846,0.09374357700325517,-2.9999999999999973,114.34282266806628,-176.58249044274774,632.8717980955188,30.549980640448304
 0.3856195618248212,4.327717854214193,0.7729140789218354,-160.7570338293615,0.062758670508797,-3.0,462.2697065446767,-176.2669610115638,1776.0479309939856,34.62474664775177
 0.39512582587678713,4.327345458877534,0.7726422591918742,-143.87345322838493,0.034239878352899177,-3.0000000000000067,2558.920706757332,-175.93780902719786,7256.457676344053,43.66293120773363
 0.4029751056011258,4.327360399186605,0.7723650064912988,-86.91548711893572,0.03650672835392963,0.2887971993151817,2250.999643436232,-175.5950864665638,5372.742711874806,37.094025661968296
 0.41257878195276076,4.327759359491198,0.7720823448598023,-35.31740499348463,0.06531775740883457,3.0000000000000093,396.33350829610066,-175.23884744952701,1461.3458372821367,35.919784562366715
 0.4228711382035981,4.328539024141103,0.7717942983370774,-20.276713030498687,0.09619482616134667,3.000000000000004,104.20045273126756,-174.8691482303578,568.2287656778157,35.99655328084874
 0.4335138527579655,4.329696077486115,0.7715008909628174,-14.229216475809183,0.12812296982444873,2.999999999999992,40.415838870769726,-174.48604718884866,295.0283999351137,36.67989788165461
 0.44432201719268366,4.331227203876024,0.771202146776715,-11.040501016398682,0.16054746312860327,3.0000000000000053,19.599026656237612,-174.08960482109507,179.76163668172873,37.62744512267188
 0.45521090666728625,4.333129087660622,0.7708980898184633,-9.08309642279767,0.19321413155241113,3.0000000000000075,10.93284212194443,-173.67988372994262,120.85860467316482,38.70608938619038
