# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,3.5395092905570444,4.759652019304039,-0.0020228366663386167,0,3.0,-0.04571224409283047,0.0,0.0,-1.104731511747727e-16
 0.03533898349483573,3.5413825561875494,4.759651953168096,-0.0020228366663386167,0.10601695048450721,3.0000000000000004,-0.04571224409283047,-3.904008865987785e-18,-0.34825047666583087,-8.741074278494812e-16
 0.04873711939504208,3.543072250754753,4.759651755912132,-0.006688743880019057,0.14621135818512623,2.999999999999999,-0.06251350479458338,-1.5615418975694948e-17,-0.6089061235303493,-2.075492451826064e-15
 0.058140652502971596,3.5445797937191816,4.759651429263946,-0.012414612772257718,0.1744219575089148,3.0,-0.08872117603188706,-3.513238096169915e-17,-0.9243520421830247,-3.5053797903715434e-15
 0.06593422510894059,3.545906604541362,4.759650974951337,-0.019618617526486838,0.1660665365469457,-1.0720912454924436,-0.13196016517935047,-6.245181286945615e-17,-1.2631459798563003,-4.7422971169786914e-15
 0.07333941017184696,3.5470541026818183,4.759650394702103,-0.02897244726878894,0.1438509813582266,-2.9999999999999982,-0.2086592546577428,-9.75694006439707e-17,-1.734716985011441,-5.88188828706319e-15
 0.08063472012553077,3.5480237076010788,4.759649690244041,-0.041627745356367284,0.12196505149717515,-3.0000000000000018,-0.35862905099987674,-1.4047959881103902e-16,-2.5408067940430423,-7.112463419058375e-15
 0.08776249422501566,3.548816838759669,4.7596488633049505,-0.05973804221474249,0.10058172919872051,-3.0,-0.6953828062028001,-1.9117563135293699e-16,-4.1080174229526065,-8.544488536419143e-15
 0.09460595374588386,3.5494349156181144,4.75964791561263,-0.08785109315973998,0.0800513506361159,-2.999999999999998,-1.6316527784753692,-2.496494927784438e-16,-7.890537645098807,-1.0524104570194053e-14
 0.10090030935274022,3.549879357636941,4.759646848894878,-0.13751694302727882,0.061168283815546835,-2.999999999999999,-5.439646241513433,-3.1589194938698737e-16,-21.96549122536127,-1.4554322287020158e-14
 0.10598475024118785,3.5501515842766764,4.759645664879493,-0.2491991847483433,0.04591496115020395,-2.9999999999999987,-45.29393028141489,-3.898925407267573e-16,-202.28152244546638,-3.4104154701357403e-14
 0.10838173211145069,3.5502530149978453,4.759644365294274,-0.7340643267392921,0.03872401553941545,-2.999999999999991,-2000.6010078884656,-4.716395812465502e-16,-107950.64556418234,-5.42441587795988e-14
 0.1100313213558528,3.5501850692609738,4.759642951867017,-178.80828817567954,0.04367278327262181,3.000000000000004,-94.33254638202531,-5.61120162141017e-16,-176.34090729685443,-2.0872422773300513e-14
 0.11468818329774781,3.5499491665265888,4.759641426325523,-179.6294834356695,0.05764336909830681,2.999999999999997,-7.524807610335537,-6.583201533891428e-16,-22.805168891797102,-1.738511923072557e-14
 0.1207223123252319,3.5495467262552167,4.759639790397588,-179.76709276725617,0.07574575618075904,2.999999999999998,-2.0436240197197626,-7.632242059855357e-16,-8.57321381652246,-1.6997380135527163e-14
 0.127346365413468,3.5489791679073814,4.759638045811014,-179.82388219071362,0.09561791544546738,3.000000000000004,-0.8344118298173206,-8.758157543641974e-16,-4.499139137316664,-1.7427416687424503e-14
 0.1342470591196689,3.548247910943612,4.759636194293596,-179.85492937184182,0.11631999656407004,2.999999999999998,-0.4211010457309232,-9.96077019014448e-16,-2.7833610567895506,-1.8163627328062766e-14
 0.14128926428958033,3.5473543748244327,4.759634237573134,-179.87453037146565,0.13744661207380438,3.0000000000000018,-0.24225588858410346,-1.1239890092884764e-15,-1.8991661810032714,-1.90413103995271e-14
 0.14840760406072928,3.5462999790103695,4.7596321773774255,-179.88804928162392,0.15880163138725123,3.0,-0.15238908908468013,-1.2595315264002223e-15,-1.3830842029989519,-1.999448668611135e-14
 0.15556715971534812,3.54508614296195,4.75963001543427,-179.8979515499503,0.1802802983511078,3.000000000000004,-0.10229346777307663,-1.402683166614972e-15,-1.0552574977470999,-2.099246957649188e-14
 0.16274774213634613,3.5437142861396986,4.759627753471466,-179.90552891338828,0.20182204561410175,2.9999999999999925,-0.07214824986553206,-1.553421324629265e-15,-0.8338447429097313,-2.201934327633092e-14
 0.16993691533396088,3.542185828004143,4.759625393216811,-179.91152356766494,0.22338956520694597,2.999999999999996,-0.05290969421923063,-1.7117221971405419e-15,-0.6771834923296565,-2.306613291709478e-14
 0.1771266159249303,3.540502188015808,4.759622936398102,-179.91639231421993,0.24495866697985416,2.999999999999996,-0.04004534018910948,-1.877560786605957e-15,-0.5622160703269088,-2.4127427857054078e-14
 0.1843113900173383,3.5386647856352202,4.759620384743141,-179.9204317096764,0.26651298925707817,3.0,-0.031110588056025547,-2.0509109051897623e-15,-0.47532707800016843,-2.5199780760114663e-14
 0.1914874156911471,3.536675040322906,4.759617739979724,-179.92384266899157,0.2880410662785047,3.0000000000000075,-0.024706611794348892,-2.2317451788986986e-15,-0.40804962313135423,-2.6280889050026624e-14
 0.19865193256299032,3.534534371539391,4.759615003835651,-179.92676614740105,0.30953461689403433,3.0,-0.019993091407460493,-2.420035051904654e-15,-0.3548905822178071,-2.7369149780360667e-14
 0.2058028941646451,3.532244198745202,4.759612178038718,-179.92930395632726,0.3309875016989986,2.999999999999996,-0.0164441049000283,-2.615750791053951e-15,-0.3121581297474523,-2.846340483071696e-14
